id	headword	parts_of_speech	cefr_levels	primary_skill	mode	priority	prompt_status	teacher_approved_sense	image_status	proper_noun_sense_removed
throat-39736679	throat	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
thumb-d28d2b77	thumb	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tidy-up-ef141c48	tidy up	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
tie-d2aac843	tie	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
tiger-46e3d772	tiger	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tight-98b9f356	tight	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
tights-1e3f67a3	tights	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tin-f2691976	tin	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tiny-d4927dda	tiny	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
tip-306a967f	tip	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
tissue-bb8eb17c	tissue	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
title-3c6de1b7	title	noun|verb	A1|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
toe-d756976b	toe	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tongue-647b3042	tongue	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
toothbrush-c3cc7c6c	toothbrush	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
totally-59a3b207	totally	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
tour-guide-3115689b	tour guide	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
tourism-7d8710ce	tourism	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
tourist-information-centre-a2e4c670	tourist information centre	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
tournament-cb9d7f7e	tournament	noun	B1|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
tower-54efaa66	tower	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
traditional-c949c0af	traditional	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
trainer-297e1479	trainer	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
transfer-34420cf5	transfer	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
transition-56bf8ae8	transition	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
translate-3ed950b3	translate	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
translation-efd7fd7f	translation	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
transport-a8e6012e	transport	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
travel-agent-2c81e33e	travel agent	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
trend-48075864	trend	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tribe-c9a7eef6	tribe	noun	B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
trick-1cb0f0d6	trick	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
trophy-1f5bbe7f	trophy	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tropical-4a073902	tropical	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
true-5ffe533b	true	adjective	A1|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
trunk-48878459	trunk	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
trust-fcbc333b	trust	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
truth-45fa151b	truth	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
try-on-1b3afa35	try on	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
tube-0ae2f41c	tube	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tune-920ae2fa	tune	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
tunnel-e9c55a92	tunnel	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
turn-off-ff5e957e	turn off	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
turn-on-2d1f77d0	turn on	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
tutor-a9bd7a5b	tutor	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
twin-be605983	twin	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
typical-ff28673d	typical	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
typically-fd14374a	typically	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
ugly-5377f790	ugly	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
unable-95ef18f5	unable	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
uncomfortable-9d809d75	uncomfortable	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
undergraduate-972f977a	undergraduate	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
underwear-101a7cf3	underwear	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
unemployment-ff922d72	unemployment	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
unexpected-fd2a2764	unexpected	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
unfair-ee50a54d	unfair	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
unfortunately-bf9d6230	unfortunately	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
unhappy-8c643cce	unhappy	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
union-67ad5a07	union	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
unit-0df9eea0	unit	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
universe-244fb75b	universe	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
unknown-50d8b4a9	unknown	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
unlikely-eff8ec10	unlikely	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
unnecessary-ddc36328	unnecessary	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
unpleasant-5cb4fe01	unpleasant	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
unusual-7cdf152a	unusual	adjective|adverb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
upper-c538c170	upper	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
urgent-8d0cdea0	urgent	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
used-to-34790dc2	used to	modal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
user-12dea96f	user	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
usually-66c2fa4e	usually	adverb	A1|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
vacancy-e75cb533	vacancy	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
vacation-18c0f103	vacation	noun	A1|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
vaccination-b15b9ea6	vaccination	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
valuable-fc3fb5a9	valuable	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
value-f32b67c7	value	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
vast-6a7ebfc5	vast	adjective	B2	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
vegetarian-35a14b14	vegetarian	adjective|noun	B1	listening	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
vegetation-9066a8ad	vegetation	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
vehicle-0b059106	vehicle	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
verse-28146f20	verse	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
version-c692273d	version	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
violin-06384a70	violin	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
virtual-af84d91f	virtual	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
virus-68bb75d2	virus	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
visa-68111b2d	visa	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	yes
vision-625f139d	vision	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
vocabulary-21861253	vocabulary	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
voice-47ef6589	voice	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
volleyball-9c758f06	volleyball	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
volume-d387fc8d	volume	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
voluntary-78f6b9c1	voluntary	adjective	B2	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
vote-fd63f1ed	vote	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
wake-07edc5e2	wake	verb	A1|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
wake-up-22668bf1	wake up	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
walking-6ac9bf43	walking	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
wallet-c307b632	wallet	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
war-24a878ae	war	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
wardrobe-149b58b2	wardrobe	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
warn-4c8ea476	warn	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
warning-383fd7bf	warning	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
wash-up-cc782551	wash up	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
waterfall-67f0aef0	waterfall	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
wave-d7ce7446	wave	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
weak-1ded3053	weak	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
wear-out-9290c9a3	wear out	adjective|phrasal verb|verb	B1|B2	speaking	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
weather-forecast-265d0a37	weather forecast	noun	B1	listening	context-scene	high	needs_teacher_approved_sense		pending	no
web-ca84d134	web	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
weekday-4a4b1ab4	weekday	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
weigh-1ea8af94	weigh	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
weight-afe04441	weight	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
weird-ffe9451f	weird	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
welfare-4a1609e6	welfare	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
wide-414768af	wide	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
widespread-353d262b	widespread	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
widow-97f732a0	widow	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
willing-d4fed120	willing	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
windscreen-f00427fd	windscreen	noun	B1|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
windy-45bf01a8	windy	adjective	A2|B1	speaking	contrast-pair	high	needs_teacher_approved_sense		pending	no
wing-bd6658dc	wing	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
winner-85f940c7	winner	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
wisdom-d7889563	wisdom	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
wise-cb129d1d	wise	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
wish-7b2577c4	wish	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
withdraw-951f850c	withdraw	verb	B2	listening	action-scene	high	needs_teacher_approved_sense		pending	no
witness-4a86db1f	witness	noun|verb	B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
wonder-c37424cc	wonder	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
wooden-fc957726	wooden	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
worker-10f5ebe6	worker	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
workforce-91f3be3b	workforce	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
working-8178ea20	working	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
workout-c8729250	workout	noun	B1|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
workshop-e17a11ce	workshop	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
worried-7c3dc388	worried	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
worse-4f818023	worse	adjective|adverb|noun	A2|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
worst-c5ce11c7	worst	adjective|adverb|noun	A2|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
worth-c5918b66	worth	adjective|noun	B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
write-down-c5a11899	write down	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
writer-fe28f10d	writer	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
writing-1935d7b6	writing	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
written-6180960e	written	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
yell-53e20197	yell	verb	B2|C1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
youth-f9925d11	youth	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
zone-b6931b00	zone	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
zoo-4c1f32a5	zoo	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
act-on-sb-s-468117a3	act on sb's	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
acute-041fab82	acute	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
alter-736d58ea	alter	verb|verb phrase	B2	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
anonymous-0a92fab3	anonymous	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
anticipate-sth-f490fd86	anticipate sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
assertion-60544f10	assertion	noun	C1	writing	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
attendance-f61b43b4	attendance	noun	C1	listening	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
back-sth-up-72c4331f	back sth up	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
ban-2580d49f	ban	noun|verb|verb phrase	B1|B2	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
be-based-on-sth-fdcce9dd	be based on sth	verb|verb phrase	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
be-up-to-sth-795de1aa	be up to sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
beloved-c2945cad	beloved	adjective|noun	C1	writing	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
bilingual-fc0fd9d4	bilingual	adjective	C1	listening	contrast-pair	medium	needs_teacher_approved_sense		pending	no
bounce-b85b9b0d	bounce	verb	C1	reading	action-scene	medium	needs_teacher_approved_sense		pending	no
box-office-e3ef4f04	box office	noun	B2|C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
break-up-sth-f3c908b7	break up sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
cafe-984e18fe	cafe	noun	A1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
call-for-sth-48f7d8c8	call for sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
call-sth-off-f1b4efa6	call sth off	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
church-2f1899f2	church	noun	A2	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
citizenship-f067337d	citizenship	noun	C1	writing	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
cluster-da68bf3a	cluster	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
clutter-sth-up-dc7cd46c	clutter sth up	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
come-round-9aaca9ff	come round	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
commerce-1b207ba3	commerce	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
compromise-faaabf11	compromise	noun|verb|verb phrase	B2|C1	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
cooperative-78e5cf37	cooperative	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
cope-with-sth-028c9bbf	cope with sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
copper-9c5c7205	copper	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
corrupt-a1ce829a	corrupt	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
crude-b48c292b	crude	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
dam-296ef201	dam	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
deal-with-sth-f17eab08	deal with sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
dedication-773a44d3	dedication	noun	C1	writing	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
diagnosis-fe134dc5	diagnosis	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
dialogue-779e2f50	dialogue	noun	A1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
die-out-46088ade	die out	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
disaster-ac58bf0f	disaster	noun	A2	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
discriminate-7db58c62	discriminate	verb	C1	reading	action-scene	medium	needs_teacher_approved_sense		pending	no
disturbing-1c300df6	disturbing	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
doctor-1f016007	doctor	noun	A1|A2	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
dream-sth-up-9873da4b	dream sth up	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
driving-38494b4a	driving	adjective|noun	A2|C1	writing	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
drop-off-f352965f	drop off	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
drop-out-9ad226eb	drop out	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
evolutionary-644588b0	evolutionary	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
exchange-rate-36a16f2f	exchange rate	noun	B1|C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
extinct-9269bb4c	extinct	adjective	C1	listening	contrast-pair	medium	needs_teacher_approved_sense		pending	no
feat-6454bd92	feat	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
fiddle-with-sth-46f6af8b	fiddle with sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
fit-in-93750848	fit in	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
flee-7eb86453	flee	verb	C1	reading	action-scene	medium	needs_teacher_approved_sense		pending	no
flourish-21b9dd7b	flourish	verb	C1	reading	action-scene	medium	needs_teacher_approved_sense		pending	no
forthcoming-d60f7198	forthcoming	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
get-down-to-sth-2604f36b	get down to sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
get-in-touch-with-sb-3dde53cc	get in touch with sb	verb|verb phrase	B2|C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
go-about-doing-sth-167f7668	go about doing sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
go-for-n-3a719bb9	go for + n	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
go-for-sth-b201fda1	go for sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
grin-a2669868	grin	noun|verb	C1	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
harm-8bd24ba3	harm	noun|verb|verb phrase	B2	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
head-for-sth-ae0de844	head for sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
higher-education-b9fdee0a	higher education	noun	C1	listening	context-scene	medium	needs_teacher_approved_sense		pending	no
hit-up-sb-for-sth-d5883026	hit up sb for sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
hold-down-a-job-a9ffea93	hold down a job	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
immense-78166c52	immense	adjective	C1	listening	contrast-pair	medium	needs_teacher_approved_sense		pending	no
inability-ecfaa9a2	inability	noun	C1	writing	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
influential-fd542a5d	influential	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
inherit-3e26d675	inherit	verb|verb phrase	B2	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
instead-571d5bc7	instead	adverb	A2	reading	manner-sequence	medium	needs_teacher_approved_sense		pending	no
intact-eab9dd6e	intact	adjective	C1	listening	contrast-pair	medium	needs_teacher_approved_sense		pending	no
integration-06eff510	integration	noun	C1	writing	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
intensive-777615f6	intensive	adjective	C1	listening	contrast-pair	medium	needs_teacher_approved_sense		pending	no
keep-up-with-sth-ceae8fe8	keep up with sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
landlord-3a3c2036	landlord	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
lap-sth-up-134d2ab8	lap sth up	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
layout-207b877e	layout	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
leak-065c5c29	leak	noun|verb|verb phrase	B2|C1	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
lifelong-e6b9d446	lifelong	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
live-off-sth-707f32a1	live off sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
live-sth-down-c316388e	live sth down	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
liver-45b0825b	liver	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
livestock-6285a5ff	livestock	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
logic-2c684987	logic	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
lot-dcf6aa54	lot	adverb|determiner|noun|pronoun	A1|A2	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
maintain-eb15f8d0	maintain	verb|verb phrase	B2	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
mandatory-cd357c16	mandatory	adjective	C1	listening	contrast-pair	medium	needs_teacher_approved_sense		pending	no
mathematics-860afcbe	mathematics	noun	A2	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
meet-up-with-sb-95ce0fc7	meet up with sb	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
mob-b56a7ce4	mob	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
move-on-1b4660e4	move on	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
move-out-43939d5e	move out	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
neglect-02979a49	neglect	noun|verb|verb phrase	B2|C1	reading	multi-sense-panel	medium	needs_teacher_approved_sense		pending	no
newsletter-755df511	newsletter	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
nursery-02495a77	nursery	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
overwhelming-be5af533	overwhelming	adjective	C1	writing	contrast-pair	medium	needs_teacher_approved_sense		pending	no
parameter-b75381f0	parameter	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
pay-up-cd7a4ec1	pay up	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
personnel-fc08ce9e	personnel	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
pick-sth-out-662513ac	pick sth out	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
pick-up-sth-b73106af	pick up sth	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
poll-4b687891	poll	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
pond-17b30a3b	pond	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
programme-9e2f1451	programme	noun	A1|A2	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
provision-868b357f	provision	noun	C1	writing	concept-metaphor	medium	needs_teacher_approved_sense		pending	no
pull-over-f52288bc	pull over	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
pull-up-abd4db93	pull up	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
put-sth-off-04f783a7	put sth off	verb	C1	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
recipient-dc00fa84	recipient	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
regime-814189e5	regime	noun	C1	reading	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
remedy-201bd9db	remedy	noun	C1	listening	object-or-context-scene	medium	needs_teacher_approved_sense		pending	no
resign-8d4ae7a0	resign	verb|verb phrase	B2	reading	context-scene	medium	needs_teacher_approved_sense		pending	no
