entry_id	headword	parts_of_speech	cefr_levels	primary_skill	image_guess	synonym_antonym	homophone	homograph	analogy	category_taxonomy	collocation	editorial_status	approved_sense	related_headwords	teacher_notes
irritant-84fbf760	irritant	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
irritating-db50c4c4	irritating	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
island-7bd1a907	island	noun	A1|A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
isolate-eb5779e2	isolate	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
isolated-1b84995d	isolated	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
isolation-4ee64af0	isolation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
issue-00819c0e	issue	noun|verb	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
it-6c5522ca	it	noun|pronoun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
item-3a7d9767	item	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
its-f803b263	its	determiner	A1|A2|B1	reading	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
itself-818533aa	itself	pronoun	A2|B1	reading	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
jacket-1cdbba96	jacket	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jail-1b3cd766	jail	noun|verb	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
jam-da3dd5c2	jam	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jar-f92e777f	jar	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jargon-b656b119	jargon	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jaunty-fd13d4a9	jaunty	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
jazz-6abc743b	jazz	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jealous-b12fb7ef	jealous	adjective	B1|B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
jealousy-b9e30c5f	jealousy	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jeans-1cf1396a	jeans	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jeep-877f6f3e	jeep	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
jet-2f659ba6	jet	noun	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jet-lagged-67d3a5b5	jet-lagged	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
jet-skiing-66e26c63	jet-skiing	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
jewellery-13b220cd	jewellery	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jigsaw-565b8243	jigsaw	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
job-2eda8ad1	job	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
job-sharing-ea2cdb30	job-sharing	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jog-b9857921	jog	verb	B1	speaking	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
jogging-418f7d37	jogging	noun	B1|B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
join-c455b38e	join	verb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
joint-da9dc2f5	joint	adjective|noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
joint-owner-dfff91a3	joint owner	noun	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
joke-355c72d4	joke	noun|verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
journal-4954ccf5	journal	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
journalism-fad7894b	journalism	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
journalist-4c7c6120	journalist	noun	A2|B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
journey-7da33f49	journey	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
joy-c7d56fc0	joy	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
judge-d1c10fb0	judge	noun|verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
judgement-392ab84c	judgement	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
judicial-18151090	judicial	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
judo-95513ec3	judo	noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jug-1c35e97d	jug	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
juice-07ef8791	juice	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jump-271e9a56	jump	noun|verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
jumper-54053a7a	jumper	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jumpy-31f94b4b	jumpy	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
junction-2396d282	junction	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jungle-cfd47b3b	jungle	noun	B1|B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
junior-9009337c	junior	adjective	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
junk-c9112972	junk	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
junk-food-f5172006	junk food	noun	B2	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jurisdiction-162342cd	jurisdiction	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
jury-c7d663b6	jury	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
just-d95b79cf	just	adjective|adverb	A1|A2|B1|C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
justice-050d859c	justice	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
justification-35fa6364	justification	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
justify-3d7a034a	justify	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
kangaroo-7d94bcd8	kangaroo	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kayak-8779b41d	kayak	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
keen-ec00cfc2	keen	adjective	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-1264bdfe	keep	verb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-a-conversation-flowing-268d3fe5	keep a conversation flowing	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-an-eye-on-sth-eda03f43	keep an eye on sth	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-in-e48e6702	keep in	phrasal verb|verb	B1	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-in-touch-with-sb-a62f7171	keep in touch with sb	verb|verb phrase	B2	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-on-c2465513	keep on	phrasal verb|verb	B1	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-sb-up-to-date-with-sth-ddc6d450	keep sb up to date with sth	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-to-b3a38e98	keep to	verb|verb phrase	B2	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-up-30a21d06	keep up	phrasal verb|verb	B1	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-up-with-sth-ceae8fe8	keep up with sth	verb	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-your-fingers-crossed-b665b7ad	keep your fingers crossed	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
keep-fit-3c605071	keep-fit	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
keeper-9fde3a3e	keeper	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kettle-95188fa6	kettle	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
key-a62f2225	key	adjective|noun|verb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
keyboard-384a8a9f	keyboard	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kick-eac61365	kick	noun|verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
kid-3f158d4c	kid	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kidnap-c2fa9c20	kidnap	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
kidney-621076bd	kidney	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kill-c80f5bc1	kill	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
kill-a-few-birds-with-one-stone-b8725a32	kill a few birds with one stone	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
kill-time-d4841bde	kill time	verb|verb phrase	B2	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
killing-564eaf0d	killing	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kilogram-kg-dae8895e	kilogram / kg	noun	A2	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kilogramme-6ac1b309	kilogramme	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kilometre-cc61f887	kilometre	noun	A1|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kilometre-km-9c63770d	kilometre / km	noun	A2	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kind-0ef25ae0	kind	adjective|noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
kindergarten-fe721fb4	kindergarten	noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
king-481902ec	king	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kingdom-d7d4ce8b	kingdom	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kiss-07a2e256	kiss	noun|verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
kit-b17eb192	kit	noun	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kitchen-2f56c0ac	kitchen	noun	A1|A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kite-34e1c787	kite	noun	A2|B1	speaking	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
kitesurfing-efedcac3	kitesurfing	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
kitten-44060752	kitten	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
knee-d22dda44	knee	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
knife-6e32618e	knife	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
knit-668166ef	knit	verb	B1	speaking	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
knock-03c065ba	knock	noun|verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
knock-down-5ef89a42	knock down	phrasal verb|verb	B1	speaking	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
know-97accafb	know	verb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
knowledge-cce245fb	knowledge	noun	A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
knowledgeable-9baaac29	knowledgeable	adjective		listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
lab-3953f9dd	lab	noun	A2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
label-64c65374	label	noun|verb	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
laboratory-80240dce	laboratory	noun	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
labour-411cd345	labour	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
labour-saving-a3451d4c	labour-saving	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
labyrinthine-a5b2cfc0	labyrinthine	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
lack-d6658a9d	lack	noun|verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
lad-cdf42945	lad	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
ladder-0c3ddcfc	ladder	noun	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
lady-5c05775c	lady	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
lake-f3c45b69	lake	noun	A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
lamb-ac0bb7d6	lamb	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
lamp-bc4edcce	lamp	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
land-3d3b60b2	land	noun|verb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
landfill-27ed93c5	landfill	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
landing-b9561877	landing	noun	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
landlord-3a3c2036	landlord	noun	C1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
landmark-93ac1a00	landmark	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
landscape-0a2f2cd9	landscape	noun	B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
landslides-fca77213	landslides	unspecified		listening	not_flagged	not_flagged	needs_pronunciation_evidence	not_flagged	not_flagged	not_flagged	not_flagged	needs_teacher_review			
lane-d2c5d61a	lane	noun	B2	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
language-e11523c5	language	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
language-barrier-940f58ab	language barrier	noun	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
lap-fcedddf4	lap	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
lap-sth-up-134d2ab8	lap sth up	verb	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
laptop-e068381b	laptop	noun	A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
large-5296d5cc	large	adjective	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
large-scale-64ff1940	large-scale	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
largely-10165f61	largely	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
laser-1e8a8b7e	laser	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
last-213ed3ea	last	adjective|adverb|determiner|noun|verb|verb phrase	A1|A2|B1|B2	speaking	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
late-5d6200f8	late	adjective|adverb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
