id	headword	status	parts_of_speech	cefr_levels	primary_skill	primary_reason	skill_labels	skill_confidence	source_count	sources	topics	image_mode	image_priority	homograph_candidate
order-cce55e43	order	active	conjunction|noun|verb	A1|A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1|动物 Animal	multi-sense-panel	high	true
ordinary-eb9e4a90	ordinary	active	adjective	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A2	contrast-pair	high	false
organ-1c5ce0db	organ	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
organic-2ee79daa	organic	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 39 | The environment	contrast-pair	high	false
organisation-9bf0ba98	organisation	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: O	concept-metaphor	medium	false
organise-17999ec9	organise	active	verb	B1	speaking	highest evidence score	listening|speaking|reading	medium	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: O	action-scene	medium	false
organization-7cb06027	organization	active	noun	A2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR A2	concept-metaphor	low	false
organizational-78c016ee	organizational	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
organize-0be1787a	organize	active	verb	A2	reading	highest evidence score	listening|speaking|reading	medium	1	Oxford 3000 by CEFR level	CEFR A2	action-scene	low	false
organized-049e0aa8	organized	active	adjective	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	contrast-pair	medium	false
organizer-d47297fa	organizer	active	noun	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	object-or-context-scene	medium	false
orientation-63b7b544	orientation	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
orienteering-2a09dba4	orienteering	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	兴趣 Hobbies	none	none	false
origin-b284f948	origin	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
original-d73ef924	original	active	adjective|noun	A2|B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A2|CEFR B1|Unit 27 | Music	multi-sense-panel	high	true
original-inhabitant-092352cb	original inhabitant	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	其他 Other	none	none	false
originally-d18ff89a	originally	active	adverb	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	manner-sequence	medium	false
originate-7b14fe90	originate	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
other-d0941e68	other	active	adjective|determiner|pronoun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1	contrast-pair	high	false
otherwise-80427506	otherwise	active	adverb	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR B2	manner-sequence	high	false
ought-9f7a912e	ought	active	modal verb|verb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR B1	action-scene	high	false
our-2cd7484b	our	active	determiner	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1	none	none	false
ours-48537f61	ours	active	pronoun	A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR B1	none	none	false
ourselves-980677ba	ourselves	active	pronoun	A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A2	none	none	false
out-f4800df8	out	active	adverb|preposition	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1	manner-sequence	high	false
out-in-all-weathers-4313c9ed	out in all weathers	active	prepositional phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 01	Unit 01	none	none	false
out-of-5ee0bb55	out of	active	preposition	B1	speaking	highest evidence score	listening|speaking	medium	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: O	none	none	false
out-of-control-3ea5c76c	out of control	active	prepositional phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	none	none	false
out-of-date-b4ac18bf	out of date	active	preposition|prepositional phrase	B1	speaking	multiword productive pattern	listening|speaking	high	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: O	none	none	false
out-of-interest-2bbcc7f8	out of interest	active	prepositional phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 06	Unit 06	none	none	false
out-of-order-940eb941	out of order	active	preposition|prepositional phrase	B1	speaking	multiword productive pattern	listening|speaking	high	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: O	none	none	false
out-of-work-211e5d7e	out of work	active	preposition|prepositional phrase	B1	speaking	multiword productive pattern	listening|speaking	high	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: O	none	none	false
outbreak-db9a124c	outbreak	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
outcome-dfcb43ff	outcome	active	noun	B2|C1	reading	highest evidence score	reading	high	2	Complete CAE Extended Unit 10|Oxford 3000 by CEFR level	CEFR B2|Unit 10	object-or-context-scene	high	false
outcomes-2c842393	outcomes	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	教育 Studying	none	none	false
outdoor-28ddbab0	outdoor	active	adjective	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR B1	contrast-pair	high	false
outdoor-activities-74e1ced8	outdoor activities	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	健康 Health	none	none	false
outdoor-activity-f51fc286	outdoor activity	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 07	Unit 07	context-scene	low	false
outdoors-0f758cf9	outdoors	active	adverb	A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR B1	manner-sequence	high	false
outer-b1417920	outer	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 3000 by CEFR level	CEFR B2	contrast-pair	medium	false
outfit-87817d68	outfit	active	noun	B2	reading	highest evidence score	reading	high	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 41 | Clothes	object-or-context-scene	high	false
outgoing-708a91a8	outgoing	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 30 | Personality	contrast-pair	medium	false
outing-29770aab	outing	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
outlast-sb-sth-16c950bf	outlast sb/sth	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 01	Unit 01	context-scene	low	false
outlet-4f4a129b	outlet	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
outline-e57362d5	outline	active	noun|verb	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	multi-sense-panel	medium	true
outline-sth-95eac3f2	outline sth	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 04	Unit 04	context-scene	low	false
outlook-0d5591d6	outlook	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
output-1029d676	output	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
outrage-9c2b1dab	outrage	active	noun|verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	multi-sense-panel	low	true
outside-45e18dad	outside	active	adjective|adverb|noun|preposition	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1|CEFR A2	multi-sense-panel	high	true
outsider-efb7f28f	outsider	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
outskirts-1bc80ab6	outskirts	active	noun	B2	reading	highest evidence score	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 35 | Cities and towns	object-or-context-scene	medium	false
outstanding-b5efd490	outstanding	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 37 | Television, cinema and theatre	contrast-pair	high	false
oval-181b45bd	Oval	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	形状 Shapes	none	none	false
oven-c534ed71	oven	active	noun	A2|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A2|家庭 Homes	object-or-context-scene	high	false
over-f0fed7e4	over	active	adverb|preposition	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1	manner-sequence	high	false
over-the-course-of-d8a9376e	over the course of	active	prepositional phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 01	Unit 01	none	none	false
overall-63a711c7	overall	active	adjective|adverb	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 3000 by CEFR level	CEFR B2	multi-sense-panel	medium	true
overcome-aa078da4	overcome	active	verb	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	action-scene	medium	false
overcrowded-9c189af6	overcrowded	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 10	Unit 10	contrast-pair	low	false
overlap-5b0fe021	overlap	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 14	Unit 14	action-scene	low	false
overload-sb-f1d03af1	overload sb	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	context-scene	low	false
overlook-1b8ee344	overlook	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
overly-a104cb4d	overly	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	manner-sequence	low	false
overnight-24206350	overnight	active	adjective|adverb	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: O|CEFR B2	multi-sense-panel	high	true
overpriced-dcfb4a63	overpriced	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 10	Unit 10	contrast-pair	low	false
overreact-6ad8e6b4	overreact	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 08	Unit 08	action-scene	low	false
overseas-cbf35bff	overseas	active	adjective|adverb	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	multi-sense-panel	medium	true
overseas-students-a24b030e	overseas students	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	教育 Studying	none	none	false
oversee-8b1f9742	oversee	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
overtime-adf3f461	overtime	active	noun	B2	reading	highest evidence score	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 43 | Employment	object-or-context-scene	medium	false
overtly-124a7b47	overtly	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 07	Unit 07	manner-sequence	low	false
overturn-4688c554	overturn	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
overwhelm-95c65348	overwhelm	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
overwhelming-be5af533	overwhelming	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Complete CAE Extended Unit 11|Oxford 5000 by CEFR level	CEFR C1|Unit 11	contrast-pair	medium	false
owe-f66d5d14	owe	active	verb	B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR B2	action-scene	high	false
own-fbf63c6a	own	active	adjective|pronoun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A1|CEFR A2	multi-sense-panel	high	true
owner-579233b2	owner	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: O|CEFR A2	object-or-context-scene	high	false
ownership-9fea7940	ownership	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
oxygen-a3bada55	oxygen	active	noun	B2	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 5000 by CEFR level	CEFR B2|环境 Environment	object-or-context-scene	high	false
p-m-8b651ab6	p.m.	active	adverb	A2|B1	speaking	highest evidence score	listening|speaking	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: P	manner-sequence	high	false
pace-4c1e65d6	pace	active	noun|verb	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	multi-sense-panel	medium	true
pack-6acd6212	pack	active	noun|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2|CEFR B1	multi-sense-panel	high	true
package-582681c2	package	active	noun|verb	B1|B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1|CEFR B2	multi-sense-panel	medium	true
packet-44f19672	packet	active	noun	B1|B2	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: P|CEFR B2	object-or-context-scene	high	false
pad-51da2df9	pad	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
padding-dd4355d9	padding	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 13	Unit 13	object-or-context-scene	low	false
paddle-fbc9320f	paddle	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	action-scene	low	false
paddle-steamer-144d3ae0	paddle steamer	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	出行 Transportations	none	none	false
page-767013ce	page	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
pain-4582cd02	pain	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2	object-or-context-scene	high	false
painful-d14dc06d	painful	active	adjective	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B1	contrast-pair	high	false
paint-039f7bd6	paint	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	multi-sense-panel	high	true
painter-32562db2	painter	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2	object-or-context-scene	high	false
painting-36f2a10c	painting	active	noun	A1|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1|兴趣 Hobbies	object-or-context-scene	high	false
pair-20166cc5	pair	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
palace-2f20f24d	palace	active	noun	A2|B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2|建筑 Architecture	object-or-context-scene	high	false
pale-c1df0ba9	pale	active	adjective	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B1	contrast-pair	high	false
palm-747a7c98	palm	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
pamphlet-6d5eb4ad	pamphlet	active	noun		listening	explicit IELTS listening source	listening	high	1	Student IELTS Listening Unknowns 2026-08-01	信息与传播	object-or-context-scene	medium	false
pan-bd2bd821	pan	active	noun	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR B1	object-or-context-scene	high	false
panel-7040cb72	panel	active	noun	B2|C1	reading	highest evidence score	reading	high	2	Complete CAE Extended Unit 06|Oxford 3000 by CEFR level	CEFR B2|Unit 06	object-or-context-scene	high	false
panic-c1ab1b73	panic	active	noun|verb	B2|C1	reading	highest evidence score	reading	high	2	Complete CAE Extended Unit 03|Oxford 5000 by CEFR level	CEFR B2|Unit 03	multi-sense-panel	high	true
pants-e65aace9	pants	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2	object-or-context-scene	high	false
paper-950593b1	paper	active	adjective|noun	A1|A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1|材质 Materials	multi-sense-panel	high	true
parachute-d95f3275	parachute	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	兴趣 Hobbies	none	none	false
parade-28e532d5	parade	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
paragliding-a87f441d	paragliding	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	运动 Sports	none	none	false
paragraph-f416747c	paragraph	active	noun	A1|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
parallel-1a925201	parallel	active	adjective|noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	multi-sense-panel	medium	true
paramedic-816dfdc2	paramedic	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 05	Unit 05	object-or-context-scene	low	false
parameter-b75381f0	parameter	active	noun	C1	reading	highest evidence score	reading	high	2	Complete CAE Extended Unit 03|Oxford 5000 by CEFR level	CEFR C1|Unit 03	object-or-context-scene	medium	false
parcel-58906f65	parcel	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	object-or-context-scene	medium	false
parched-c76a93af	parched	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 11	Unit 11	contrast-pair	low	false
pardon-00e1de3f	pardon	active	exclamation	A2|B1	speaking	highest evidence score	listening|speaking	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: P	none	none	false
parent-d8fd39d0	parent	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
parental-901dcdb2	parental	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
parish-9ac61bf1	parish	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
park-ce4151ff	park	active	noun|verb	A1|A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1|地点 Places	multi-sense-panel	high	true
parking-3c9e20a0	parking	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A2	object-or-context-scene	high	false
parking-lot-4fd84394	parking lot	active	noun	B1	speaking	highest evidence score	listening|speaking	medium	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	context-scene	medium	false
parliament-7d9ac982	parliament	active	noun	B2	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	CEFR B2|地点 Places	concept-metaphor	high	false
parliamentary-e150ef2b	parliamentary	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
parrot-ab9a418f	parrot	active	noun	A2|B1	speaking	highest evidence score	listening|speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: P	object-or-context-scene	high	false
parrot-sb-sth-11275358	parrot sb/sth	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 12	Unit 12	context-scene	low	false
part-3fc88b83	part	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: P|CEFR A1	object-or-context-scene	high	false
part-time-558b1a45	part time	active	adverb	B1	speaking	highest evidence score	speaking	high	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: P	context-scene	medium	false
part-time-213c8e83	part-time	active	adjective|adverb	B1|B2	listening	explicit IELTS listening source	listening|reading	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 5000 by CEFR level	Alphabetical list: P|CEFR B2|时间 Time	multi-sense-panel	high	true
partial-355705cf	partial	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
partial-refund-619528f8	partial refund	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	金融 Money matters	none	none	false
partially-63b7132d	partially	active	adverb	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	manner-sequence	low	false
